trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 0.9980019986673331}",25,0,-95.39206569048109,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.002, 'e': 0.9960079893439915}",20,0,-81.20698069892234,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
3,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,0,-171.6355626333404,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
4,False,"{'a': 0.002, 'e': 0.9920319148370607}",25,15,-37.60440239192329,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
5,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-206.1982735360802,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
6,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-210.56831894414105,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
7,False,"{'a': 0.002, 'e': 0.9860975442628619}",20,13,-52.32852564009745,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 1}",1
8,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-38.40953095512015,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
9,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-212.2175115340078,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
10,False,"{'a': 0.002, 'e': 0.9801986733067553}",25,16,1.9779149490457861,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.002, 'e': 0.97824023505121}",20,13,-20.908926061790435,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.002, 'e': 0.9762857097579093}",20,0,-181.27079627235082,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
13,False,"{'a': 0.002, 'e': 0.9743350896087494}",25,0,-80.09665269603406,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
14,False,"{'a': 0.002, 'e': 0.9723883668012469}",20,0,-140.76535883477254,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
15,False,"{'a': 0.002, 'e': 0.9704455335485082}",20,0,-92.5192375081269,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-200.03831912798404,"{0: 7, 1: 5, 2: 4, 3: 1, 4: 3}",0
17,False,"{'a': 0.002, 'e': 0.9665715046375066}",30,0,-207.42001674440988,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
18,False,"{'a': 0.002, 'e': 0.9646402934831231}",30,0,-73.04884795783506,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-122.81722652612861,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
20,False,"{'a': 0.002, 'e': 0.9607894391523232}",30,0,-172.5231986451686,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
21,False,"{'a': 0.002, 'e': 0.9588697805724845}",35,0,-240.79276219285225,"{0: 19, 1: 4, 2: 6, 3: 3, 4: 3}",0
22,False,"{'a': 0.002, 'e': 0.9569539574730467}",20,0,-81.75783405566452,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
23,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,0,-152.69980020809183,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9531337870775047}",20,0,-70.94990622333107,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
25,False,"{'a': 0.002, 'e': 0.951229424500714}",25,0,-200.9759935137469,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
26,False,"{'a': 0.002, 'e': 0.9493288668428895}",25,0,-150.32417539921303,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
27,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-55.15395956770651,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9455391358903963}",25,0,-119.95710734756076,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-124.24518112499493,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9417645335842487}",30,0,-183.10656694618442,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
31,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-121.69515103709534,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-159.9442221189525,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
33,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,0,-118.98072848317764,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9342604735772135}",25,0,-218.93805652717822,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
35,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-28.415751280002212,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
36,False,"{'a': 0.002, 'e': 0.9305308958112057}",20,0,-67.36101008301151,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
37,False,"{'a': 0.002, 'e': 0.9286716938412872}",30,19,-77.98542983407056,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 1}",1
38,False,"{'a': 0.002, 'e': 0.9268162065593822}",30,0,-90.18627459522865,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9249644265435393}",25,0,-141.90726667704396,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,0,-159.6130717484024,"{0: 16, 1: 8, 2: 3, 3: 1, 4: 2}",0
41,False,"{'a': 0.002, 'e': 0.9212719586963487}",20,7,-32.87036306837704,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 0}",1
42,False,"{'a': 0.002, 'e': 0.9194312560951247}",20,0,-135.44524110064532,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
43,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-149.8563215440383,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
44,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-118.29503356603257,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-113.2167869215051,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9121051495450904}",25,0,-80.43566897199662,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.910282762240767}",30,0,-161.11508456838806,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
48,False,"{'a': 0.002, 'e': 0.9084640160687062}",20,1,-112.28612640268636,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 1}",1
49,False,"{'a': 0.002, 'e': 0.9066489037539209}",25,0,-79.8124494664041,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 0}",0
50,False,"{'a': 0.002, 'e': 0.9048374180359595}",25,0,-90.79136373207209,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9030295516688768}",20,0,-114.09066021692703,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
52,False,"{'a': 0.002, 'e': 0.9012252974212047}",20,0,-60.4722284829999,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
53,False,"{'a': 0.002, 'e': 0.899424648075924}",25,0,-162.98968002000873,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
54,False,"{'a': 0.002, 'e': 0.8976275964304349}",20,0,-134.9029613928329,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
55,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,0,-64.85342534067787,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,10,-75.41337350050283,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 1}",1
57,False,"{'a': 0.002, 'e': 0.8922579558824083}",20,0,-46.764923439385306,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
58,False,"{'a': 0.002, 'e': 0.8904752232974726}",30,0,-170.94918412801272,"{0: 16, 1: 3, 2: 6, 3: 4, 4: 1}",0
59,False,"{'a': 0.002, 'e': 0.8886960526146174}",25,0,-128.1091718475623,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.8869204367171575}",25,0,-120.75303554559858,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
61,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,8,-66.00011781628052,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
62,False,"{'a': 0.002, 'e': 0.8833798408827509}",20,1,-69.05105782112643,"{0: 12, 1: 5, 2: 1, 3: 0, 4: 1}",1
63,False,"{'a': 0.002, 'e': 0.8816148467834161}",20,0,-88.97711000370687,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.002, 'e': 0.8798533791446438}",25,0,-106.38067713731381,"{0: 16, 1: 4, 2: 2, 3: 2, 4: 1}",0
65,False,"{'a': 0.002, 'e': 0.8780954309205613}",25,0,-98.37437029715704,"{0: 12, 1: 8, 2: 3, 3: 2, 4: 0}",0
66,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-168.00786405756975,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
67,False,"{'a': 0.002, 'e': 0.874590064603334}",25,0,-148.34498926385004,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
68,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,4,-112.61919482044705,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 2}",1
69,False,"{'a': 0.002, 'e': 0.8710986917457983}",30,0,-188.55511546583114,"{0: 15, 1: 6, 2: 6, 3: 0, 4: 3}",0
70,False,"{'a': 0.002, 'e': 0.8693582353988059}",25,0,-127.34710317365938,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.867621256485914}",25,0,-74.30181197333253,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
72,False,"{'a': 0.002, 'e': 0.865887748059205}",20,0,-187.2187445286586,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
73,False,"{'a': 0.002, 'e': 0.8641577031846428}",25,0,-102.99817449673247,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
74,False,"{'a': 0.002, 'e': 0.8624311149420455}",30,0,-188.47700849523028,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
75,False,"{'a': 0.002, 'e': 0.8607079764250578}",30,0,-232.64379050826145,"{0: 13, 1: 6, 2: 6, 3: 2, 4: 3}",0
76,False,"{'a': 0.002, 'e': 0.8589882807411234}",25,0,-82.57777870790176,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
77,False,"{'a': 0.002, 'e': 0.8572720210114575}",20,0,-83.80363803266575,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
78,False,"{'a': 0.002, 'e': 0.8555591903710185}",35,0,-63.43171784120462,"{0: 27, 1: 3, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.002, 'e': 0.8538497819684817}",25,0,-105.80348055873652,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
80,False,"{'a': 0.002, 'e': 0.8521437889662113}",30,0,-133.9114717781905,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
81,False,"{'a': 0.002, 'e': 0.850441204540233}",25,0,-80.32557660045033,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,4,-45.50600545292364,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.002, 'e': 0.8470462341893996}",20,0,-62.36649053496223,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.002, 'e': 0.8453538346846587}",20,0,-170.29402795528978,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
85,False,"{'a': 0.002, 'e': 0.8436648165963837}",30,0,-131.39027923319077,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8419791731684999}",20,0,-175.7514917622801,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
87,False,"{'a': 0.002, 'e': 0.8402968976584314}",20,0,-114.21206967834806,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.838617983337074}",25,0,-160.83062353300696,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.8369424234887681}",20,10,-58.69858705579243,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
90,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-113.50874382920041,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.8336013404157353}",25,6,-51.85624675120086,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
92,False,"{'a': 0.002, 'e': 0.8319358038266718}",20,0,-73.49319832700344,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.002, 'e': 0.8302735949819326}",25,0,-65.39058448965795,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
94,False,"{'a': 0.002, 'e': 0.8286147072326806}",25,0,-122.18837538749749,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
95,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,11,-16.69664532929024,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,25.35409820835871,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
97,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-116.48903939183617,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
98,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-80.39215266777822,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
99,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-5.209789983242791,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.002, 'e': 0.8187307530779818}",25,0,-58.42130900920728,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
101,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,0,-62.98103856676939,"{0: 17, 1: 0, 2: 7, 3: 1, 4: 0}",0
102,False,"{'a': 0.002, 'e': 0.8154623711872927}",20,11,6.698984474578289,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.002, 'e': 0.8138330762829207}",20,0,-147.8160661811766,"{0: 7, 1: 3, 2: 8, 3: 1, 4: 1}",0
104,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-45.32236754598899,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
105,False,"{'a': 0.002, 'e': 0.8105842459701871}",25,0,-58.732818167213196,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
106,False,"{'a': 0.002, 'e': 0.8089646975664998}",25,1,-63.450030429383375,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 0}",1
107,False,"{'a': 0.002, 'e': 0.8073483850226815}",25,0,-121.4854002289316,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
108,False,"{'a': 0.002, 'e': 0.8057353018734796}",25,7,-71.37343980229515,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
109,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,1,-142.7910477084616,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 3}",1
110,False,"{'a': 0.002, 'e': 0.8025187979624785}",25,8,-28.647004342542353,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
111,False,"{'a': 0.002, 'e': 0.8009153643346592}",20,0,-98.23313100738665,"{0: 9, 1: 5, 2: 3, 3: 3, 4: 0}",0
112,False,"{'a': 0.002, 'e': 0.7993151343693651}",25,0,-141.63331322645004,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
113,False,"{'a': 0.002, 'e': 0.7977181016656743}",20,4,-25.410273170775138,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
114,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,0,-153.83402835223168,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
115,False,"{'a': 0.002, 'e': 0.794533602503334}",30,0,-61.90119708477006,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
116,False,"{'a': 0.002, 'e': 0.7929461233066837}",20,0,-94.56669255541172,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-79.08370929303366,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
118,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,0,-140.13402084783854,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
119,False,"{'a': 0.002, 'e': 0.7882026910937704}",25,0,-199.08705471040452,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
120,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,0,-79.18762298497603,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
121,False,"{'a': 0.002, 'e': 0.7850561775518295}",25,0,-13.008702029822915,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
122,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-150.96984405227994,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
123,False,"{'a': 0.002, 'e': 0.7819222249254772}",20,14,-17.523115320510705,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
124,False,"{'a': 0.002, 'e': 0.7803599432780343}",25,0,-68.5650678952291,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
125,False,"{'a': 0.002, 'e': 0.7788007830714049}",25,0,-140.51756579422874,"{0: 10, 1: 6, 2: 6, 3: 3, 4: 0}",0
126,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-69.81410574627633,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
127,False,"{'a': 0.002, 'e': 0.775691802046476}",20,9,1.9694368072234474,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.002, 'e': 0.7741419687922484}",25,0,-110.11598111071872,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.772595232106928}",25,0,-112.94036252613645,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
130,False,"{'a': 0.002, 'e': 0.7710515858035663}",25,0,-43.30978253572773,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
131,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-38.33937420905091,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-29.475997881869077,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
133,False,"{'a': 0.002, 'e': 0.7664391275010192}",35,4,-9.631201832364027,"{0: 25, 1: 3, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.002, 'e': 0.764907781102864}",25,14,-8.644460487267951,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.002, 'e': 0.7633794943368531}",25,0,-175.35276376584778,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 3}",0
136,False,"{'a': 0.002, 'e': 0.7618542610898376}",25,0,-130.96387296647111,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
137,False,"{'a': 0.002, 'e': 0.7603320752608821}",25,0,-135.43677062148765,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
138,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-163.84306922263988,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
139,False,"{'a': 0.002, 'e': 0.7572968215143355}",20,0,-7.384081309934935,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.002, 'e': 0.7557837414557255}",20,0,-23.16954088905103,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
141,False,"{'a': 0.002, 'e': 0.754273684533089}",25,14,-2.2728952254649606,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
142,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,9,-35.150538157734836,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
143,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-85.31857250840099,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
144,False,"{'a': 0.002, 'e': 0.7497615922390413}",20,12,-5.908185103691873,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.002, 'e': 0.7482635675785653}",30,0,-58.405341620959476,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",1
146,False,"{'a': 0.002, 'e': 0.7467685359733571}",25,0,-54.932021071526755,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,0,-97.99881695272423,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
148,False,"{'a': 0.002, 'e': 0.7437874280201796}",25,15,-1.772328498282648,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7423013397477743}",30,0,-159.41779151881943,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",1
150,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,0,-160.1367924708842,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
151,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,0,-50.72912903242031,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
152,False,"{'a': 0.002, 'e': 0.7378608664505911}",25,0,-128.53170530372137,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.7363866194561001}",25,0,-54.492771401166344,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
154,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-68.02458176650038,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
155,False,"{'a': 0.002, 'e': 0.7334469562242892}",30,0,-132.9341244601925,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
156,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,7,-40.122271930807656,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
157,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,8,-43.282606195229725,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
158,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,12,-55.23190613745796,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
159,False,"{'a': 0.002, 'e': 0.7276027884145955}",20,0,-121.02520189300468,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 3}",0
160,False,"{'a': 0.002, 'e': 0.7261490370736909}",20,0,-45.47168587002189,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.7246981903299029}",25,0,-63.15893971294135,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
162,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,3,-48.70948760820179,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
163,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,5,-49.62832406820162,"{0: 9, 1: 3, 2: 1, 3: 2, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,0,-79.45576964723134,"{0: 15, 1: 4, 2: 4, 3: 2, 4: 0}",0
165,False,"{'a': 0.002, 'e': 0.7189237334319262}",20,0,-179.1760249758897,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
166,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,0,-74.72457935001967,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
167,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,10,0.6910368980642467,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-107.8512815655716,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
169,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-29.963815895111896,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
170,False,"{'a': 0.002, 'e': 0.7117703227626097}",25,0,-33.88835594628605,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
171,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,0,-65.77480235250057,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
172,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,0,-44.1576308929459,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
173,False,"{'a': 0.002, 'e': 0.7075124871065016}",20,0,-72.91256275630462,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
174,False,"{'a': 0.002, 'e': 0.7060988762143844}",30,0,-200.52000423904363,"{0: 19, 1: 2, 2: 3, 3: 3, 4: 3}",0
175,False,"{'a': 0.002, 'e': 0.7046880897187134}",25,0,-102.89540776153765,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.7032801219763409}",20,9,-49.71388848973895,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
177,False,"{'a': 0.002, 'e': 0.701874967355394}",20,9,-49.30775914242996,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.002, 'e': 0.7004726202352524}",30,10,-60.168999303278774,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",1
179,False,"{'a': 0.002, 'e': 0.6990730750065257}",25,11,-36.4232643549836,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
180,False,"{'a': 0.002, 'e': 0.697676326071031}",30,0,-150.15848397838576,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
181,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-39.609979906128935,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
182,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,12,-51.31677801628789,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.002, 'e': 0.6935028012097558}",25,0,-53.13520186742201,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6921171816887304}",30,9,-22.421980340094944,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
