trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2603,False,"{'a': 0.002, 'e': 0.005483564134096997}",20,11,16.89924164452859,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2604,False,"{'a': 0.002, 'e': 0.005472607965649308}",25,7,33.28367969103387,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2605,False,"{'a': 0.002, 'e': 0.005461673687640779}",20,7,23.699824466873743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2606,False,"{'a': 0.002, 'e': 0.005450761256334281}",20,5,21.747077312538718,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2607,False,"{'a': 0.002, 'e': 0.005439870628080073}",25,15,16.914393925909742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2608,False,"{'a': 0.002, 'e': 0.005429001759315634}",25,11,24.35808889328912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2609,False,"{'a': 0.002, 'e': 0.005418154606565472}",20,6,24.099992859803585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2610,False,"{'a': 0.002, 'e': 0.00540732912644096}",25,17,13.325032569548638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2611,False,"{'a': 0.002, 'e': 0.005396525275640158}",25,16,16.821547125295325,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2612,False,"{'a': 0.002, 'e': 0.00538574301094766}",20,16,10.822728560330132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2613,False,"{'a': 0.002, 'e': 0.005374982289234386}",25,17,12.090809894356935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2614,False,"{'a': 0.002, 'e': 0.005364243067457436}",20,3,24.7419249608683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2615,False,"{'a': 0.002, 'e': 0.005353525302659903}",30,18,26.40709340759031,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2616,False,"{'a': 0.002, 'e': 0.005342828951970723}",30,22,15.263911162131588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2617,False,"{'a': 0.002, 'e': 0.005332153972604475}",35,21,26.401796963158333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2618,False,"{'a': 0.002, 'e': 0.005321500321861228}",30,0,42.06534935029879,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
2619,False,"{'a': 0.002, 'e': 0.005310867957126358}",30,19,4.952168819577347,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2620,False,"{'a': 0.002, 'e': 0.005300256835870402}",20,15,8.44567121840142,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2621,False,"{'a': 0.002, 'e': 0.005289666915648857}",20,14,11.554399817045805,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2622,False,"{'a': 0.002, 'e': 0.0052790981541020274}",20,10,15.825945049546537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2623,False,"{'a': 0.002, 'e': 0.005268550508954849}",25,7,35.59178442797167,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2624,False,"{'a': 0.002, 'e': 0.005258023938016735}",30,20,14.943825873647258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2625,False,"{'a': 0.002, 'e': 0.005247518399181385}",25,15,22.001610744815622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2626,False,"{'a': 0.002, 'e': 0.005237033850426627}",20,6,24.77961325547598,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2627,False,"{'a': 0.002, 'e': 0.005226570249814249}",30,24,11.828837881650372,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2628,False,"{'a': 0.002, 'e': 0.005216127555489844}",25,0,43.100755787531995,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2629,False,"{'a': 0.002, 'e': 0.005205705725682615}",20,13,12.324342138639645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2630,False,"{'a': 0.002, 'e': 0.005195304718705231}",25,8,32.014822887045014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2631,False,"{'a': 0.002, 'e': 0.005184924492953644}",25,12,23.359145477857837,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2632,False,"{'a': 0.002, 'e': 0.005174565006906946}",20,6,22.065604085801283,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2633,False,"{'a': 0.002, 'e': 0.005164226219127176}",30,16,29.42207414330064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2634,False,"{'a': 0.002, 'e': 0.005153908088259167}",20,13,9.974706614691005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2635,False,"{'a': 0.002, 'e': 0.005143610573030379}",20,7,25.274386904073744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2636,False,"{'a': 0.002, 'e': 0.005133333632250745}",20,11,12.944507374640768,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2637,False,"{'a': 0.002, 'e': 0.005123077224812486}",30,17,19.279884982727257,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2638,False,"{'a': 0.002, 'e': 0.005112841309689956}",30,12,27.9246092354507,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2639,False,"{'a': 0.002, 'e': 0.005102625845939478}",35,24,20.248936105193195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2640,False,"{'a': 0.002, 'e': 0.00509243079269919}",25,17,13.455465256311953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2641,False,"{'a': 0.002, 'e': 0.005082256109188865}",20,14,9.59064034920909,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2642,False,"{'a': 0.002, 'e': 0.005072101754709752}",20,14,12.917017533673139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2643,False,"{'a': 0.002, 'e': 0.005061967688644416}",20,12,13.836523488539035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2644,False,"{'a': 0.002, 'e': 0.005051853870456589}",25,14,17.55619690179227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2645,False,"{'a': 0.002, 'e': 0.005041760259690979}",25,11,26.27581835709062,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2646,False,"{'a': 0.002, 'e': 0.005031686815973131}",30,20,15.693350460479099,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2647,False,"{'a': 0.002, 'e': 0.00502163349900925}",30,13,23.770871762669625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2648,False,"{'a': 0.002, 'e': 0.0050116002685860655}",20,11,18.245344382748552,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2649,False,"{'a': 0.002, 'e': 0.005001587084570638}",20,9,19.38448879904427,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2650,False,"{'a': 0.002, 'e': 0.004991593906910217}",25,7,34.00809715288241,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2651,False,"{'a': 0.002, 'e': 0.004981620695632075}",20,14,9.087438459013098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2652,False,"{'a': 0.002, 'e': 0.004971667410843362}",25,15,18.422797467049676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2653,False,"{'a': 0.002, 'e': 0.004961734012730921}",20,9,20.258121976491708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2654,False,"{'a': 0.002, 'e': 0.004951820461561147}",20,13,13.174755021923067,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2655,False,"{'a': 0.002, 'e': 0.004941926717679818}",25,15,19.941054146403864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2656,False,"{'a': 0.002, 'e': 0.004932052741511952}",25,11,28.659805500222355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2657,False,"{'a': 0.002, 'e': 0.004922198493561628}",25,15,17.177139041703377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2658,False,"{'a': 0.002, 'e': 0.0049123639344118425}",20,14,10.916002243322726,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2659,False,"{'a': 0.002, 'e': 0.004902549024724339}",20,6,25.89861110565791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2660,False,"{'a': 0.002, 'e': 0.004892753725239476}",25,15,14.55713026893641,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2661,False,"{'a': 0.002, 'e': 0.004882977996776038}",25,1,36.126768165533214,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
2662,False,"{'a': 0.002, 'e': 0.004873221800231096}",25,15,18.33908413528716,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2663,False,"{'a': 0.002, 'e': 0.00486348509657985}",25,15,16.985119365531038,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2664,False,"{'a': 0.002, 'e': 0.004853767846875479}",20,15,9.849538367489291,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2665,False,"{'a': 0.002, 'e': 0.004844070012248967}",20,13,14.021017816271385,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2666,False,"{'a': 0.002, 'e': 0.0048343915539089625}",20,14,11.941712269631964,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2667,False,"{'a': 0.002, 'e': 0.0048247324331416154}",30,12,34.9367286711004,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2668,False,"{'a': 0.002, 'e': 0.004815092611310438}",25,20,10.234907975040228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2669,False,"{'a': 0.002, 'e': 0.004805472049856126}",20,10,22.279154785440596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2670,False,"{'a': 0.002, 'e': 0.004795870710296421}",20,5,23.685597490594336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2671,False,"{'a': 0.002, 'e': 0.004786288554225948}",20,13,13.419168788723269,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2672,False,"{'a': 0.002, 'e': 0.004776725543316077}",25,12,26.849238018686236,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2673,False,"{'a': 0.002, 'e': 0.0047671816393147475}",30,12,32.37020553508746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2674,False,"{'a': 0.002, 'e': 0.004757656804046333}",20,6,19.573429947680765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2675,False,"{'a': 0.002, 'e': 0.004748150999411473}",20,12,13.905638566602075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2676,False,"{'a': 0.002, 'e': 0.004738664187386946}",20,14,9.892826504105688,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2677,False,"{'a': 0.002, 'e': 0.004729196330025487}",30,17,22.977055541802834,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2678,False,"{'a': 0.002, 'e': 0.004719747389455653}",20,10,18.20405473039403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2679,False,"{'a': 0.002, 'e': 0.004710317327881667}",20,2,27.514661622204216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2680,False,"{'a': 0.002, 'e': 0.004700906107583276}",25,9,28.22446562751766,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2681,False,"{'a': 0.002, 'e': 0.004691513690915584}",25,16,16.12091143904808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2682,False,"{'a': 0.002, 'e': 0.00468214004030891}",20,12,14.225668792617558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2683,False,"{'a': 0.002, 'e': 0.004672785118268637}",20,4,26.692217779736133,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2684,False,"{'a': 0.002, 'e': 0.004663448887375071}",35,13,40.370654231778374,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2685,False,"{'a': 0.002, 'e': 0.004654131310283272}",20,8,18.941191737508277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2686,False,"{'a': 0.002, 'e': 0.0046448323497229205}",20,9,18.423192295853966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2687,False,"{'a': 0.002, 'e': 0.004635551968498157}",20,10,16.09667159283761,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2688,False,"{'a': 0.002, 'e': 0.004626290129487451}",20,10,16.54984591996204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2689,False,"{'a': 0.002, 'e': 0.004617046795643433}",25,20,10.766766829749209,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2690,False,"{'a': 0.002, 'e': 0.004607821929992752}",30,16,27.36861202852417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2691,False,"{'a': 0.002, 'e': 0.004598615495635935}",20,2,28.382489953206367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2692,False,"{'a': 0.002, 'e': 0.004589427455747229}",25,16,14.90030433316664,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2693,False,"{'a': 0.002, 'e': 0.004580257773574469}",20,14,7.79029085906113,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2694,False,"{'a': 0.002, 'e': 0.00457110641243891}",25,15,13.521424567923354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2695,False,"{'a': 0.002, 'e': 0.004561973335735096}",20,0,27.886986233421315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2696,False,"{'a': 0.002, 'e': 0.004552858506930703}",20,16,7.746780026868716,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2697,False,"{'a': 0.002, 'e': 0.004543761889566413}",25,11,22.286921681699553,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2698,False,"{'a': 0.002, 'e': 0.004534683447255739}",30,0,53.071803391582606,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2699,False,"{'a': 0.002, 'e': 0.0045256231436849}",30,7,34.33242978922208,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2700,False,"{'a': 0.002, 'e': 0.004516580942612666}",35,27,16.000532507804017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2701,False,"{'a': 0.002, 'e': 0.004507556807870229}",20,10,20.10324854234513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2702,False,"{'a': 0.002, 'e': 0.004498550703361034}",25,16,17.735640369801324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2703,False,"{'a': 0.002, 'e': 0.004489562593060649}",20,12,13.698881898994351,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2704,False,"{'a': 0.002, 'e': 0.004480592441016619}",30,15,27.226747292390634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2705,False,"{'a': 0.002, 'e': 0.004471640211348332}",20,10,21.137151603224126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2706,False,"{'a': 0.002, 'e': 0.004462705868246852}",20,13,15.866880003087607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2707,False,"{'a': 0.002, 'e': 0.004453789375974795}",20,12,15.102525826760301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2708,False,"{'a': 0.002, 'e': 0.004444890698866177}",30,20,18.20936936807879,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2709,False,"{'a': 0.002, 'e': 0.004436009801326284}",25,17,12.078196582663734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2710,False,"{'a': 0.002, 'e': 0.004427146647831511}",25,13,24.884346146201207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2711,False,"{'a': 0.002, 'e': 0.004418301202929234}",20,14,12.551510352253525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2712,False,"{'a': 0.002, 'e': 0.004409473431237654}",20,0,29.575978132842096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2713,False,"{'a': 0.002, 'e': 0.004400663297445683}",20,3,29.426084458232005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2714,False,"{'a': 0.002, 'e': 0.004391870766312768}",25,2,39.74135018226267,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2715,False,"{'a': 0.002, 'e': 0.004383095802668776}",25,16,18.472204744403314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2716,False,"{'a': 0.002, 'e': 0.004374338371413834}",25,19,12.750413630780221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2717,False,"{'a': 0.002, 'e': 0.0043655984375182135}",25,17,14.126428265013189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2718,False,"{'a': 0.002, 'e': 0.004356875966022165}",25,15,18.059081315797123,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2719,False,"{'a': 0.002, 'e': 0.004348170922035789}",20,0,30.763409198658056,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2720,False,"{'a': 0.002, 'e': 0.004339483270738895}",25,12,23.79306978223176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2721,False,"{'a': 0.002, 'e': 0.004330812977380874}",20,13,13.930413730673655,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2722,False,"{'a': 0.002, 'e': 0.004322160007280537}",25,15,16.14987784778621,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2723,False,"{'a': 0.002, 'e': 0.004313524325825991}",25,11,27.018647778854547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2724,False,"{'a': 0.002, 'e': 0.0043049058984744966}",20,9,20.82689563515307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2725,False,"{'a': 0.002, 'e': 0.00429630469075234}",20,16,7.612060675526087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2726,False,"{'a': 0.002, 'e': 0.004287720668254675}",30,0,36.99990989320151,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
2727,False,"{'a': 0.002, 'e': 0.004279153796645399}",20,14,8.637495734270733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2728,False,"{'a': 0.002, 'e': 0.004270604041657012}",20,8,25.108324285249758,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2729,False,"{'a': 0.002, 'e': 0.004262071369090489}",20,14,11.368593657823006,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2730,False,"{'a': 0.002, 'e': 0.004253555744815125}",20,12,13.116200898416931,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2731,False,"{'a': 0.002, 'e': 0.0042450571347684134}",20,13,11.79181109281996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2732,False,"{'a': 0.002, 'e': 0.004236575504955896}",30,13,25.815219616341825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2733,False,"{'a': 0.002, 'e': 0.004228110821451051}",20,0,30.401989952978674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2734,False,"{'a': 0.002, 'e': 0.004219663050395129}",20,8,15.378460169734868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2735,False,"{'a': 0.002, 'e': 0.004211232157997035}",20,10,19.192725189982788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2736,False,"{'a': 0.002, 'e': 0.004202818110533184}",30,11,28.521788753347717,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2737,False,"{'a': 0.002, 'e': 0.0041944208743473835}",20,3,23.58066341725388,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2738,False,"{'a': 0.002, 'e': 0.004186040415850672}",25,18,16.035436307264394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2739,False,"{'a': 0.002, 'e': 0.004177676701521206}",20,7,21.22873720513728,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2740,False,"{'a': 0.002, 'e': 0.0041693296979041115}",30,20,13.138423962468204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2741,False,"{'a': 0.002, 'e': 0.004160999371611372}",25,15,20.334292841478685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2742,False,"{'a': 0.002, 'e': 0.004152685689321667}",20,8,22.866502373571645,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2743,False,"{'a': 0.002, 'e': 0.004144388617780257}",25,0,23.5867895193438,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2744,False,"{'a': 0.002, 'e': 0.0041361081237988396}",25,0,32.966595567105635,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2745,False,"{'a': 0.002, 'e': 0.004127844174255436}",20,2,33.996463430201096,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2746,False,"{'a': 0.002, 'e': 0.004119596736094233}",30,16,22.90740552922023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2747,False,"{'a': 0.002, 'e': 0.004111365776325467}",20,12,15.170269186876748,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2748,False,"{'a': 0.002, 'e': 0.004103151262025285}",25,14,19.70662027390811,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2749,False,"{'a': 0.002, 'e': 0.004094953160335625}",20,8,25.035829889129744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2750,False,"{'a': 0.002, 'e': 0.004086771438464067}",20,16,8.680973853982508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2751,False,"{'a': 0.002, 'e': 0.004078606063683711}",30,16,26.830902643151266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2752,False,"{'a': 0.002, 'e': 0.004070457003333045}",20,7,23.205405387795437,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2753,False,"{'a': 0.002, 'e': 0.004062324224815823}",20,3,29.17524631021281,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2754,False,"{'a': 0.002, 'e': 0.004054207695600917}",20,8,21.857507695847314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2755,False,"{'a': 0.002, 'e': 0.004046107383222199}",25,11,23.369181084273045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2756,False,"{'a': 0.002, 'e': 0.004038023255278404}",20,10,19.95660057102731,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2757,False,"{'a': 0.002, 'e': 0.004029955279433019}",25,7,32.33847872738596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2758,False,"{'a': 0.002, 'e': 0.004021903423414124}",20,10,16.552192518449466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2759,False,"{'a': 0.002, 'e': 0.004013867655014287}",25,18,16.813088883701564,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2760,False,"{'a': 0.002, 'e': 0.004005847942090417}",35,22,22.787908797102453,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2761,False,"{'a': 0.002, 'e': 0.00399784425256366}",25,10,26.037897982449763,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2762,False,"{'a': 0.002, 'e': 0.003989856554419244}",25,14,20.409981052181017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2763,False,"{'a': 0.002, 'e': 0.003981884815706365}",20,2,23.339797174605,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2764,False,"{'a': 0.002, 'e': 0.003973929004538055}",35,21,27.405447504414454,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2765,False,"{'a': 0.002, 'e': 0.003965989089091065}",20,8,23.638894049441298,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2766,False,"{'a': 0.002, 'e': 0.003958065037605719}",25,12,22.65257137567691,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2767,False,"{'a': 0.002, 'e': 0.003950156818385802}",20,15,7.772649381432221,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2768,False,"{'a': 0.002, 'e': 0.003942264399798421}",25,10,23.283211098112744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2769,False,"{'a': 0.002, 'e': 0.003934387750273899}",25,10,22.240905091673557,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2770,False,"{'a': 0.002, 'e': 0.003926526838305624}",25,7,31.73252563497374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2771,False,"{'a': 0.002, 'e': 0.003918681632449937}",25,11,20.433678476618873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2772,False,"{'a': 0.002, 'e': 0.0039108521013260025}",25,10,26.34868409110937,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2773,False,"{'a': 0.002, 'e': 0.003903038213615691}",30,8,44.70443262943975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2774,False,"{'a': 0.002, 'e': 0.0038952399380634377}",20,6,19.96136915618835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2775,False,"{'a': 0.002, 'e': 0.0038874572434761303}",20,0,28.074769991672166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2776,False,"{'a': 0.002, 'e': 0.0038796900987229767}",25,8,27.893017189832154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2777,False,"{'a': 0.002, 'e': 0.0038719384727353943}",25,12,23.702344941980368,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2778,False,"{'a': 0.002, 'e': 0.0038642023345068655}",20,16,8.930164948779764,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2779,False,"{'a': 0.002, 'e': 0.003856481653092827}",30,19,19.697501688590325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2780,False,"{'a': 0.002, 'e': 0.0038487763976105395}",20,16,6.084221092933639,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2781,False,"{'a': 0.002, 'e': 0.0038410865372389773}",35,24,16.821125788958383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2782,False,"{'a': 0.002, 'e': 0.0038334120412186856}",30,17,27.170929532895983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2783,False,"{'a': 0.002, 'e': 0.0038257528788516702}",20,7,24.60574879428192,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2784,False,"{'a': 0.002, 'e': 0.0038181090195012674}",20,13,10.404923667300258,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2785,False,"{'a': 0.002, 'e': 0.003810480432592037}",20,11,15.605184923982435,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
